epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
92,3492.64,0.64455,0.41531,0.92089,0.91732,0.71507,0.78347,0.56725,0.79062,0.45024,0.93806,0.000177965,0.000177965,0.000177965
93,3529.45,0.64259,0.41371,0.92027,0.92096,0.71401,0.78605,0.57184,0.77779,0.44466,0.93398,0.000172074,0.000172074,0.000172074
94,3566.3,0.65431,0.42676,0.92636,0.91325,0.71857,0.78844,0.5733,0.77503,0.44747,0.94025,0.000166183,0.000166183,0.000166183
95,3603.25,0.64465,0.41181,0.91861,0.92456,0.71666,0.78831,0.57943,0.7701,0.43918,0.93582,0.000160293,0.000160293,0.000160293
96,3640.19,0.65222,0.41763,0.92351,0.9162,0.71478,0.78543,0.56871,0.79412,0.44685,0.94359,0.000154403,0.000154403,0.000154403
97,3677.09,0.64361,0.41119,0.91948,0.91741,0.71935,0.78594,0.56606,0.79659,0.44642,0.94195,0.000148512,0.000148512,0.000148512
98,3713.86,0.63235,0.40663,0.9146,0.91189,0.71738,0.78522,0.56973,0.78998,0.44569,0.93997,0.000142621,0.000142621,0.000142621
99,3750.53,0.63958,0.40867,0.91685,0.9166,0.71808,0.78882,0.57222,0.78091,0.44331,0.93832,0.000136731,0.000136731,0.000136731
100,3787.56,0.62656,0.40368,0.91397,0.91944,0.71129,0.78122,0.56176,0.79397,0.44315,0.94074,0.000130841,0.000130841,0.000130841
101,3824.49,0.63495,0.40669,0.91271,0.91997,0.71508,0.78678,0.57223,0.78095,0.43955,0.93672,0.00012495,0.00012495,0.00012495
102,3861.23,0.62908,0.40352,0.91744,0.92158,0.7183,0.789,0.57658,0.77814,0.4391,0.93738,0.00011906,0.00011906,0.00011906
103,3898.08,0.62514,0.39997,0.91084,0.91975,0.71521,0.78636,0.57259,0.77784,0.44127,0.93763,0.000113169,0.000113169,0.000113169
104,3934.81,0.63248,0.40563,0.91863,0.92105,0.71612,0.7858,0.56814,0.79162,0.44116,0.94026,0.000107279,0.000107279,0.000107279
105,3971.33,0.62422,0.39811,0.91172,0.92563,0.71797,0.7899,0.57801,0.77614,0.4378,0.93682,0.000101388,0.000101388,0.000101388
106,4008.19,0.62529,0.39968,0.91348,0.91967,0.71518,0.78703,0.57089,0.78011,0.43746,0.93765,9.54975e-05,9.54975e-05,9.54975e-05
107,4045.13,0.62295,0.39637,0.90836,0.91834,0.71834,0.78865,0.57181,0.77888,0.43737,0.93689,8.9607e-05,8.9607e-05,8.9607e-05
108,4081.88,0.62009,0.39444,0.90911,0.92092,0.72003,0.79088,0.57817,0.77296,0.43338,0.93603,8.37165e-05,8.37165e-05,8.37165e-05
109,4118.84,0.61926,0.39565,0.91099,0.92007,0.71606,0.78643,0.57185,0.78087,0.43716,0.93941,7.7826e-05,7.7826e-05,7.7826e-05
110,4155.88,0.61517,0.39309,0.9125,0.92398,0.71727,0.78994,0.57443,0.77485,0.43128,0.937,7.19355e-05,7.19355e-05,7.19355e-05
111,4197.68,0.60595,0.37355,0.88163,0.91278,0.71512,0.78335,0.5677,0.78414,0.44711,0.94669,6.6045e-05,6.6045e-05,6.6045e-05
112,4234.7,0.59208,0.36604,0.87765,0.91023,0.71651,0.78298,0.56857,0.78517,0.44472,0.9445,6.01545e-05,6.01545e-05,6.01545e-05
113,4271.94,0.58597,0.35864,0.86841,0.9173,0.71401,0.78564,0.56924,0.78498,0.44132,0.94252,5.4264e-05,5.4264e-05,5.4264e-05
114,4309.05,0.58601,0.35672,0.86968,0.91513,0.71619,0.78802,0.57209,0.77981,0.44086,0.94064,4.83735e-05,4.83735e-05,4.83735e-05
115,4345.88,0.58734,0.35811,0.87374,0.91319,0.71993,0.78935,0.57377,0.77761,0.436,0.94049,4.2483e-05,4.2483e-05,4.2483e-05
116,4383.09,0.57891,0.35124,0.87143,0.91457,0.71711,0.78739,0.57044,0.78542,0.4381,0.94297,3.65925e-05,3.65925e-05,3.65925e-05
117,4420.29,0.58076,0.35472,0.87157,0.91885,0.71802,0.7886,0.57397,0.77908,0.43619,0.94198,3.0702e-05,3.0702e-05,3.0702e-05
118,4457.68,0.57519,0.34737,0.86634,0.91813,0.71633,0.78822,0.57436,0.77926,0.43783,0.9428,2.48115e-05,2.48115e-05,2.48115e-05
119,4494.71,0.57618,0.35147,0.8681,0.91486,0.71624,0.78744,0.57227,0.77783,0.43632,0.94204,1.8921e-05,1.8921e-05,1.8921e-05
120,4531.42,0.57607,0.35044,0.87055,0.91493,0.7171,0.78834,0.57254,0.78135,0.43666,0.94307,1.30305e-05,1.30305e-05,1.30305e-05
