epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
84,2987.18,0.48557,0.30775,0.87473,0.88646,0.68291,0.74837,0.51971,0.8958,0.55644,1.1376,0.000127306,0.000127306,0.000127306
85,3012.06,0.47368,0.3039,0.86395,0.88897,0.67829,0.74477,0.51417,0.91159,0.56123,1.14421,0.000120238,0.000120238,0.000120238
86,3036.96,0.47575,0.29742,0.86885,0.88747,0.68996,0.74992,0.51947,0.90465,0.55105,1.14527,0.000113169,0.000113169,0.000113169
87,3088.77,0.46452,0.29115,0.85991,0.88366,0.68918,0.75361,0.52703,0.89486,0.55655,1.14367,0.0001061,0.0001061,0.0001061
88,3143.3,0.45176,0.28964,0.85848,0.88583,0.68477,0.74959,0.52042,0.9053,0.5593,1.14668,9.90318e-05,9.90318e-05,9.90318e-05
89,3195,0.45417,0.29096,0.85799,0.88887,0.68155,0.74991,0.52123,0.91201,0.56448,1.15319,9.19632e-05,9.19632e-05,9.19632e-05
90,3247.4,0.44363,0.28476,0.85001,0.88661,0.68452,0.75071,0.52429,0.89437,0.55725,1.14604,8.48946e-05,8.48946e-05,8.48946e-05
91,3301.65,0.43917,0.28367,0.85527,0.88996,0.68362,0.74986,0.52339,0.89764,0.55348,1.14427,7.7826e-05,7.7826e-05,7.7826e-05
92,3352.77,0.44382,0.28134,0.84924,0.88807,0.68586,0.75224,0.52654,0.89428,0.55337,1.1454,7.07574e-05,7.07574e-05,7.07574e-05
93,3404.82,0.44027,0.27964,0.84832,0.88667,0.68647,0.75272,0.52152,0.90653,0.55449,1.15433,6.36888e-05,6.36888e-05,6.36888e-05
94,3460.14,0.43809,0.2751,0.85228,0.88814,0.68482,0.7511,0.52048,0.9048,0.55258,1.15265,5.66202e-05,5.66202e-05,5.66202e-05
95,3512.03,0.44186,0.27904,0.84993,0.88493,0.68971,0.75407,0.52364,0.90197,0.55003,1.15133,4.95516e-05,4.95516e-05,4.95516e-05
96,3552.6,0.428,0.26946,0.8409,0.89657,0.6853,0.75609,0.52746,0.89533,0.54547,1.14769,4.2483e-05,4.2483e-05,4.2483e-05
97,3581.56,0.43315,0.27364,0.84828,0.89339,0.68514,0.75379,0.52275,0.90545,0.54903,1.15105,3.54144e-05,3.54144e-05,3.54144e-05
98,3601.84,0.42198,0.26712,0.83874,0.88846,0.69054,0.75369,0.52697,0.88893,0.54419,1.14567,2.83458e-05,2.83458e-05,2.83458e-05
99,3621.86,0.42204,0.26576,0.84345,0.88802,0.69275,0.75476,0.52807,0.88907,0.54176,1.14471,2.12772e-05,2.12772e-05,2.12772e-05
100,3644.64,0.41024,0.26011,0.83903,0.88838,0.6939,0.75559,0.52785,0.88993,0.54069,1.14495,1.42086e-05,1.42086e-05,1.42086e-05
